"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","82.122.176.117","81.131.67.131","UDP","61","11326  >  41730 Len=19"
"2","0.000000000","81.131.67.131","82.122.176.117","UDP","50","41730  >  11326 Len=8"
"3","0.015625000","142.68.189.57","81.131.67.131","Gnutella","170",""
"4","0.031250000","217.136.191.58","81.131.67.131","ICMP","70","Destination unreachable (Port unreachable)"
"5","0.062500000","81.131.67.131","82.10.189.102","UDP","61","41730  >  6346 Len=19"
"6","0.078125000","81.131.67.131","149.156.74.157","UDP","61","41730  >  6347 Len=19"
"7","0.078125000","81.131.67.131","82.53.134.82","UDP","61","41730  >  6347 Len=19"
"8","0.093750000","81.131.67.131","62.203.155.212","UDP","61","41730  >  6346 Len=19"
"9","0.109375000","81.131.67.131","83.132.177.64","UDP","61","41730  >  6346 Len=19"
"10","0.125000000","81.131.67.131","172.177.184.179","UDP","61","41730  >  6346 Len=19"
"11","0.140625000","81.131.67.131","172.186.173.245","UDP","61","41730  >  6346 Len=19"
"12","0.156250000","81.131.67.131","207.216.13.37","UDP","61","41730  >  6346 Len=19"
"13","0.171875000","81.131.67.131","85.96.110.115","UDP","61","41730  >  6346 Len=19"
"14","0.171875000","81.131.67.131","83.112.25.172","UDP","61","41730  >  6346 Len=19"
"15","0.187500000","81.131.67.131","195.14.223.213","UDP","61","41730  >  6346 Len=19"
"16","0.203125000","81.131.67.131","142.68.189.57","TCP","54","1595  >  6346 [ACK] Seq=1 Ack=117 Win=8866 Len=0"
"17","0.218750000","81.131.67.131","82.44.146.72","UDP","61","41730  >  34087 Len=19"
"18","0.328125000","210.146.64.4","81.131.67.131","TCP","1514","80  >  2727 [ACK] Seq=1 Ack=1 Win=6432 Len=1460"
"19","0.328125000","65.30.55.121","81.131.67.131","UDP","54","6346  >  41730 Len=12"
"20","0.328125000","212.195.108.125","81.131.67.131","UDP","50","6346  >  41730 Len=8"
"21","0.328125000","81.131.67.131","210.146.64.4","TCP","54","2727  >  80 [ACK] Seq=1 Ack=1461 Win=8760 Len=0"
"22","0.343750000","212.195.108.125","81.131.67.131","UDP","54","6346  >  41730 Len=12"
"23","0.343750000","81.56.116.170","81.131.67.131","UDP","61","6346  >  41730 Len=19"
"24","0.359375000","81.131.67.131","65.30.55.121","UDP","50","41730  >  6346 Len=8"
"25","0.359375000","81.131.67.131","212.195.108.125","UDP","50","41730  >  6346 Len=8"
"26","0.375000000","81.131.67.131","81.56.116.170","UDP","50","41730  >  6346 Len=8"
"27","0.515625000","38.115.4.204","81.131.67.131","TCP","836","21284  >  2667 [PSH, ACK] Seq=1 Ack=1 Win=64611 Len=782"
"28","0.515625000","84.159.23.80","81.131.67.131","UDP","61","62082  >  41730 Len=19"
"29","0.515625000","81.131.67.131","38.115.4.204","TCP","54","2667  >  21284 [ACK] Seq=9 Ack=783 Win=8760 Len=0"
"30","0.546875000","70.27.127.185","81.131.67.131","Gnutella","135",""
"31","0.578125000","38.115.4.204","81.131.67.131","TCP","54","21284  >  2667 [ACK] Seq=783 Ack=9 Win=64603 Len=0"
"32","0.578125000","81.131.67.131","38.115.4.204","THRIFT","62","EXCEPTION "
"33","0.578125000","64.83.226.59","81.131.67.131","UDP","61","56000  >  41730 Len=19"
"34","0.578125000","81.131.67.131","84.159.23.80","UDP","50","41730  >  62082 Len=8"
"35","0.593750000","81.131.67.131","64.83.226.59","UDP","50","41730  >  56000 Len=8"
"36","0.750000000","81.131.67.131","70.27.127.185","TCP","54","2094  >  6346 [ACK] Seq=1 Ack=82 Win=8109 Len=0"
"37","0.859375000","210.146.64.4","81.131.67.131","TCP","1514","80  >  2727 [ACK] Seq=1461 Ack=1 Win=6432 Len=1460"
"38","0.859375000","24.11.146.28","81.131.67.131","TCP","54","17342  >  2675 [ACK] Seq=1 Ack=1 Win=65311 Len=0"
"39","0.859375000","81.131.67.131","24.11.146.28","TCP","62","2675  >  17342 [PSH, ACK] Seq=1 Ack=4294965611 Win=10164 Len=8"
"40","0.875000000","62.203.15.181","81.131.67.131","ICMP","70","Destination unreachable (Port unreachable)"
"41","0.875000000","81.131.67.131","210.146.64.4","TCP","54","2727  >  80 [ACK] Seq=1 Ack=2921 Win=8760 Len=0"
"42","1.156250000","210.146.64.4","81.131.67.131","TCP","1514","80  >  2727 [ACK] Seq=2921 Ack=1 Win=6432 Len=1460"
"43","1.156250000","81.131.67.131","210.146.64.4","TCP","54","2727  >  80 [ACK] Seq=1 Ack=4381 Win=8760 Len=0"
"44","1.218750000","81.131.67.131","80.171.9.79","UDP","61","41730  >  6346 Len=19"
"45","1.218750000","81.131.67.131","62.131.99.79","UDP","61","41730  >  6346 Len=19"
"46","1.234375000","81.131.67.131","81.96.187.231","UDP","423","41730  >  6346 Len=381"
"47","1.453125000","210.146.64.4","81.131.67.131","TCP","1514","80  >  2727 [PSH, ACK] Seq=4381 Ack=1 Win=6432 Len=1460"
"48","1.453125000","81.131.67.131","210.146.64.4","TCP","54","2727  >  80 [ACK] Seq=1 Ack=5841 Win=8760 Len=0"
"49","1.734375000","210.146.64.4","81.131.67.131","TCP","1514","80  >  2727 [ACK] Seq=5841 Ack=1 Win=6432 Len=1460"
"50","1.734375000","68.34.169.230","81.131.67.131","TCP","79","6346  >  2433 [PSH, ACK] Seq=1 Ack=1 Win=64285 Len=25 [TCP segment of a reassembled PDU]"
