"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.2","192.168.0.1","SNMP","82","get-request 1.3.6.1.2.1.1.5.0"
"2","0.001723","192.168.0.1","192.168.0.2","SNMP","94","get-response 1.3.6.1.2.1.1.5.0"
"3","0.018020","192.168.0.2","192.168.0.1","SNMP","82","get-next-request 1.3.6.1.2.1.1.5.0"
"4","0.019588","192.168.0.1","192.168.0.2","SNMP","94","get-response 1.3.6.1.2.1.1.6.0"
"5","0.038019","192.168.0.2","192.168.0.1","SNMP","92","set-request 1.3.6.1.2.1.1.5.0"
"6","0.078046","192.168.0.2","192.168.0.1","SNMP","84","1040  >  161 Len=42"
"7","0.118014","192.168.0.2","192.168.0.1","SNMP","86","1040  >  161 Len=44"
"8","0.158007","192.168.0.2","192.168.0.1","SNMP","90","get-request 1.3.6.1.2.1.1.5.0"
"9","0.198002","192.168.0.2","192.168.0.1","SNMP","98","get-request 1.3.6.1.2.1.1.5.0"
"10","0.238000","192.168.0.2","192.168.0.1","SNMP","114","get-request 1.3.6.1.2.1.1.5.0"
"11","0.288204","192.168.0.2","192.168.0.1","SNMP","146","get-request 1.3.6.1.2.1.1.5.0"
"12","0.328204","192.168.0.2","192.168.0.1","SNMP","212","get-request 1.3.6.1.2.1.1.5.0"
"13","0.368204","192.168.0.2","192.168.0.1","SNMP","342","get-request 1.3.6.1.2.1.1.5.0"
"14","0.408197","192.168.0.2","192.168.0.1","SNMP","598","get-request 1.3.6.1.2.1.1.5.0"
"15","0.448256","192.168.0.2","192.168.0.1","SNMP","1110","get-request 1.3.6.1.2.1.1.5.0"
"16","0.489064","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9fe2)"
"17","0.531549","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9fe3)"
"18","0.576622","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9fe4)"
"19","0.626710","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9fe5)"
"20","0.696608","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9fe6)"
"21","0.698430","192.168.0.2","192.168.0.1","SNMP","83","1040  >  161 Len=41"
"22","0.737946","192.168.0.2","192.168.0.1","SNMP","85","1040  >  161 Len=43"
"23","0.777967","192.168.0.2","192.168.0.1","SNMP","89","1040  >  161 Len=47"
"24","0.817939","192.168.0.2","192.168.0.1","SNMP","97","get-request 1.3.6.1.2.1.1.5.0"
"25","0.857938","192.168.0.2","192.168.0.1","SNMP","113","get-request 1.3.6.1.2.1.1.5.0"
"26","0.897929","192.168.0.2","192.168.0.1","SNMP","145","get-request 1.3.6.1.2.1.1.5.0"
"27","0.937927","192.168.0.2","192.168.0.1","SNMP","211","get-request 1.3.6.1.2.1.1.5.0"
"28","0.977922","192.168.0.2","192.168.0.1","SNMP","341","get-request 1.3.6.1.2.1.1.5.0"
"29","1.017921","192.168.0.2","192.168.0.1","SNMP","597","get-request 1.3.6.1.2.1.1.5.0"
"30","1.057918","192.168.0.2","192.168.0.1","SNMP","1109","get-request 1.3.6.1.2.1.1.5.0"
"31","1.098759","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9ff1)"
"32","1.141263","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9ff2)"
"33","1.186360","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9ff3)"
"34","1.236411","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9ff4)"
"35","1.306758","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=9ff5)"
"36","1.308583","192.168.0.2","192.168.0.1","SNMP","82","get-request 1.3.6.1.2.1.1.5.0"
"37","1.311389","192.168.0.1","192.168.0.2","SNMP","94","get-response 1.3.6.1.2.1.1.5.0"
"38","1.328107","192.168.0.2","192.168.0.1","SNMP","84","1040  >  161 Len=42"
"39","1.368094","192.168.0.2","192.168.0.1","SNMP","88","1040  >  161 Len=46"
"40","1.408091","192.168.0.2","192.168.0.1","SNMP","96","get-request 1.3.6.1.2.1.1.5.0"
"41","1.448141","192.168.0.2","192.168.0.1","SNMP","112","get-request 1.3.6.1.2.1.1.5.0"
"42","1.488081","192.168.0.2","192.168.0.1","SNMP","144","get-request 1.3.6.1.2.1.1.5.0"
"43","1.528079","192.168.0.2","192.168.0.1","SNMP","209","get-request 1.3.6.1.2.1.1.5.0"
"44","1.568074","192.168.0.2","192.168.0.1","SNMP","339","get-request 1.3.6.1.2.1.1.5.0"
"45","1.608073","192.168.0.2","192.168.0.1","SNMP","596","get-request 1.3.6.1.2.1.1.5.0"
"46","1.648079","192.168.0.2","192.168.0.1","SNMP","1108","get-request 1.3.6.1.2.1.1.5.0"
"47","1.688915","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a000)"
"48","1.731528","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a001)"
"49","1.776509","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a002)"
"50","1.826570","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a003)"
"51","1.896504","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a004)"
"52","1.898329","192.168.0.2","192.168.0.1","SNMP","84","1040  >  161 Len=42"
"53","1.937822","192.168.0.2","192.168.0.1","SNMP","86","1040  >  161 Len=44"
"54","1.977818","192.168.0.2","192.168.0.1","SNMP","90","get-request 1.3.6.1.2.1.1.5.0"
"55","2.017832","192.168.0.2","192.168.0.1","SNMP","98","get-request 1.3.6.1.2.1.1.5.0"
"56","2.057811","192.168.0.2","192.168.0.1","SNMP","114","get-request 1.3.6.1.2.1.1.5.0"
"57","2.097806","192.168.0.2","192.168.0.1","SNMP","146","get-request 1.3.6.1.2.1.1.5.0"
"58","2.137803","192.168.0.2","192.168.0.1","SNMP","212","get-request 1.3.6.1.2.1.1.5.0"
"59","2.177798","192.168.0.2","192.168.0.1","SNMP","342","get-request 1.3.6.1.2.1.1.5.0"
"60","2.217798","192.168.0.2","192.168.0.1","SNMP","598","get-request 1.3.6.1.2.1.1.5.0"
"61","2.257802","192.168.0.2","192.168.0.1","SNMP","1110","get-request 1.3.6.1.2.1.1.5.0"
"62","2.298626","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a00f)"
"63","2.341132","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a010)"
"64","2.386250","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a011)"
"65","2.428998","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a012)"
"66","2.486741","192.168.0.2","192.168.0.1","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=a013)"
