"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.0.2","192.168.0.1","TCP","74","1550  >  23 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=10233636 TSecr=0 WS=1"
"2","0.002525","192.168.0.1","192.168.0.2","TCP","74","23  >  1550 [SYN, ACK] Seq=0 Ack=1 Win=17376 Len=0 MSS=1448 WS=1 TSval=2467372 TSecr=10233636"
"3","0.002572","192.168.0.2","192.168.0.1","TCP","66","1550  >  23 [ACK] Seq=1 Ack=1 Win=32120 Len=0 TSval=10233636 TSecr=2467372"
"4","0.004160","192.168.0.2","192.168.0.1","TELNET","93","Telnet Data ..."
"5","0.150335","192.168.0.1","192.168.0.2","TELNET","69","Telnet Data ..."
"6","0.150402","192.168.0.2","192.168.0.1","TCP","66","1550  >  23 [ACK] Seq=28 Ack=4 Win=32120 Len=0 TSval=10233651 TSecr=2467372"
"7","0.150574","192.168.0.2","192.168.0.1","TELNET","69","Telnet Data ..."
"8","0.151946","192.168.0.1","192.168.0.2","TCP","66","23  >  1550 [ACK] Seq=4 Ack=31 Win=17376 Len=0 TSval=2467372 TSecr=10233651"
"9","0.153657","192.168.0.1","192.168.0.2","TELNET","91","Telnet Data ..."
"10","0.153865","192.168.0.2","192.168.0.1","TELNET","130","Telnet Data ..."
"11","0.154984","192.168.0.1","192.168.0.2","TCP","66","23  >  1550 [ACK] Seq=29 Ack=95 Win=17312 Len=0 TSval=2467372 TSecr=10233651"
"12","0.155577","192.168.0.1","192.168.0.2","TELNET","84","Telnet Data ..."
"13","0.155656","192.168.0.2","192.168.0.1","TELNET","75","Telnet Data ..."
"14","0.156646","192.168.0.1","192.168.0.2","TCP","66","23  >  1550 [ACK] Seq=47 Ack=104 Win=17367 Len=0 TSval=2467372 TSecr=10233651"
"15","0.159016","192.168.0.1","192.168.0.2","TELNET","90","Telnet Data ..."
