"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","127.0.0.1","127.0.0.1","TCP","56","51035  >  50051 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"2","0.000041","127.0.0.1","127.0.0.1","TCP","56","50051  >  51035 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"3","0.000318","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=1 Ack=1 Win=2619648 Len=0"
"4","0.011122","127.0.0.1","127.0.0.1","TCP","114","51035  >  50051 [PSH, ACK] Seq=1 Ack=1 Win=2619648 Len=70"
"5","0.011138","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [ACK] Seq=1 Ack=71 Win=2619648 Len=0"
"6","0.076400","127.0.0.1","127.0.0.1","TCP","84","50051  >  51035 [PSH, ACK] Seq=1 Ack=71 Win=2619648 Len=40"
"7","0.076423","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=71 Ack=41 Win=2619648 Len=0"
"8","0.080541","127.0.0.1","127.0.0.1","TCP","53","51035  >  50051 [PSH, ACK] Seq=71 Ack=41 Win=2619648 Len=9"
"9","0.080560","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [ACK] Seq=41 Ack=80 Win=2619648 Len=0"
"10","0.081021","127.0.0.1","127.0.0.1","TCP","53","50051  >  51035 [PSH, ACK] Seq=41 Ack=80 Win=2619648 Len=9"
"11","0.081038","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=80 Ack=50 Win=2619648 Len=0"
"12","0.106617","127.0.0.1","127.0.0.1","TCP","190","51035  >  50051 [PSH, ACK] Seq=80 Ack=50 Win=2619648 Len=146"
"13","0.106636","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [ACK] Seq=50 Ack=226 Win=2619392 Len=0"
"14","0.140395","127.0.0.1","127.0.0.1","TCP","111","50051  >  51035 [PSH, ACK] Seq=50 Ack=226 Win=2619392 Len=67"
"15","0.140414","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=226 Ack=117 Win=2619648 Len=0"
"16","0.145080","127.0.0.1","127.0.0.1","TCP","124","50051  >  51035 [PSH, ACK] Seq=117 Ack=226 Win=2619392 Len=80"
"17","0.145095","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=226 Ack=197 Win=2619392 Len=0"
"18","0.644030","127.0.0.1","127.0.0.1","TCP","237","50051  >  51035 [PSH, ACK] Seq=197 Ack=226 Win=2619392 Len=193"
"19","0.644052","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=226 Ack=390 Win=2619392 Len=0"
"20","1.157076","127.0.0.1","127.0.0.1","TCP","70","50051  >  51035 [PSH, ACK] Seq=390 Ack=226 Win=2619392 Len=26"
"21","1.157169","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=226 Ack=416 Win=2619136 Len=0"
"22","1.163528","127.0.0.1","127.0.0.1","TCP","61","51035  >  50051 [PSH, ACK] Seq=226 Ack=416 Win=2619136 Len=17"
"23","1.163567","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [ACK] Seq=416 Ack=243 Win=2619392 Len=0"
"24","1.165002","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [FIN, ACK] Seq=243 Ack=416 Win=2619136 Len=0"
"25","1.165040","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [ACK] Seq=416 Ack=244 Win=2619392 Len=0"
"26","1.165656","127.0.0.1","127.0.0.1","TCP","44","50051  >  51035 [FIN, ACK] Seq=416 Ack=244 Win=2619392 Len=0"
"27","1.165709","127.0.0.1","127.0.0.1","TCP","44","51035  >  50051 [ACK] Seq=244 Ack=417 Win=2619136 Len=0"
