"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.137.147","13.107.21.200","TCP","54","57292  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2","0.000116","192.168.137.147","52.96.189.34","TCP","54","57295  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"3","0.000149","192.168.137.147","13.107.18.254","TCP","54","57294  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4","0.000165","192.168.137.147","204.79.197.222","TCP","54","57296  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"5","0.000183","192.168.137.147","13.107.246.254","TCP","54","57293  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"6","6.090735","20.62.59.38","192.168.137.147","TLSv1.2","81","Application Data"
"7","6.135764","192.168.137.147","20.62.59.38","TCP","54","63575  >  443 [ACK] Seq=1 Ack=28 Win=509 Len=0"
"8","6.373438","192.168.137.147","20.62.59.38","TLSv1.2","85","Application Data"
"9","6.375453","20.62.59.38","192.168.137.147","TCP","54","443  >  63575 [ACK] Seq=28 Ack=32 Win=169 Len=0"
"10","16.264717","192.168.137.147","20.62.59.38","TLSv1.2","82","Application Data"
"11","16.481656","192.168.137.147","20.62.59.38","TCP","82","[TCP Retransmission] 63575  >  443 [PSH, ACK] Seq=32 Ack=28 Win=509 Len=28"
"12","16.687667","20.62.59.38","192.168.137.147","TCP","54","443  >  63575 [ACK] Seq=28 Ack=60 Win=169 Len=0"
"13","18.428142","192.168.137.147","20.42.73.25","TCP","66","57383  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"14","19.441875","192.168.137.147","20.42.73.25","TCP","66","[TCP Retransmission] [TCP Port numbers reused] 57383  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"15","19.670717","20.42.73.25","192.168.137.147","TCP","66","443  >  57383 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"16","19.670913","192.168.137.147","20.42.73.25","TCP","54","57383  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"17","19.671878","192.168.137.147","20.42.73.25","TLSv1.2","281","Client Hello"
"18","19.674148","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=1 Ack=228 Win=15744 Len=0"
"19","19.828206","20.42.73.25","192.168.137.147","TCP","1514","443  >  57383 [ACK] Seq=1 Ack=228 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"20","19.828487","192.168.137.147","20.42.73.25","TCP","54","57383  >  443 [ACK] Seq=228 Ack=1461 Win=262144 Len=0"
"21","19.828652","20.42.73.25","192.168.137.147","TCP","1514","443  >  57383 [ACK] Seq=1461 Ack=228 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"22","19.828652","20.42.73.25","192.168.137.147","TCP","1514","443  >  57383 [ACK] Seq=2921 Ack=228 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"23","19.828652","20.42.73.25","192.168.137.147","TCP","1514","443  >  57383 [ACK] Seq=4381 Ack=228 Win=15744 Len=1460 [TCP segment of a reassembled PDU]"
"24","19.828652","20.42.73.25","192.168.137.147","TLSv1.2","505","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"25","19.828839","192.168.137.147","20.42.73.25","TCP","54","57383  >  443 [ACK] Seq=228 Ack=6292 Win=262144 Len=0"
"26","19.835004","192.168.137.147","20.42.73.25","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"27","19.837253","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=6292 Ack=386 Win=16768 Len=0"
"28","19.959372","20.42.73.25","192.168.137.147","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"29","19.959561","192.168.137.147","20.42.73.25","TCP","54","57383  >  443 [ACK] Seq=386 Ack=6343 Win=261888 Len=0"
"30","19.961130","192.168.137.147","20.42.73.25","TLSv1.2","512","Application Data"
"31","19.961276","192.168.137.147","20.42.73.25","TCP","1514","57383  >  443 [ACK] Seq=844 Ack=6343 Win=261888 Len=1460 [TCP segment of a reassembled PDU]"
"32","19.961276","192.168.137.147","20.42.73.25","TCP","1514","57383  >  443 [ACK] Seq=2304 Ack=6343 Win=261888 Len=1460 [TCP segment of a reassembled PDU]"
"33","19.961276","192.168.137.147","20.42.73.25","TLSv1.2","1076","Application Data"
"34","19.963204","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=6343 Ack=844 Win=17920 Len=0"
"35","19.963356","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=6343 Ack=2304 Win=20736 Len=0"
"36","19.963356","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=6343 Ack=3764 Win=23680 Len=0"
"37","19.963356","20.42.73.25","192.168.137.147","TCP","54","443  >  57383 [ACK] Seq=6343 Ack=4786 Win=26624 Len=0"
"38","20.102109","20.42.73.25","192.168.137.147","TLSv1.2","507","Application Data"
"39","20.102333","192.168.137.147","20.42.73.25","TCP","54","57383  >  443 [ACK] Seq=4786 Ack=6796 Win=261632 Len=0"
"40","21.374628","192.168.137.147","20.62.59.38","TLSv1.2","85","Application Data"
"41","21.376704","20.62.59.38","192.168.137.147","TCP","54","443  >  63575 [ACK] Seq=28 Ack=91 Win=169 Len=0"
"42","22.081077","20.62.59.38","192.168.137.147","TLSv1.2","81","Application Data"
"43","22.121447","192.168.137.147","20.62.59.38","TCP","54","63575  >  443 [ACK] Seq=91 Ack=55 Win=509 Len=0"
"44","22.506028","192.168.137.10","224.0.0.251","MDNS","162","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QU"" question SRV 0 0 56666 Android.local"
"45","22.506325","fe80::c417:f47:ee09:3a2d","ff02::fb","MDNS","182","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QU"" question SRV 0 0 56666 Android.local"
"46","22.813198","192.168.137.10","224.0.0.251","MDNS","162","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"47","22.813436","fe80::c417:f47:ee09:3a2d","ff02::fb","MDNS","182","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"48","23.120216","192.168.137.10","224.0.0.251","MDNS","162","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"49","23.120630","fe80::c417:f47:ee09:3a2d","ff02::fb","MDNS","182","Standard query 0x0000 ANY {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"50","23.120630","192.168.137.10","224.0.0.251","MDNS","422","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 192.168.137.10 AAAA, cache flush fe80::c417:f47:ee09:3a2d NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local"
"51","23.120947","fe80::c417:f47:ee09:3a2d","ff02::fb","MDNS","442","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 192.168.137.10 AAAA, cache flush fe80::c417:f47:ee09:3a2d NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local"
"52","23.980649","192.168.137.147","52.159.127.243","TLSv1.2","97","Application Data"
"53","23.983039","52.159.127.243","192.168.137.147","TCP","54","443  >  62472 [ACK] Seq=1 Ack=44 Win=162 Len=0"
"54","24.080553","52.159.127.243","192.168.137.147","TLSv1.2","228","Application Data"
"55","24.135860","192.168.137.147","52.159.127.243","TCP","54","62472  >  443 [ACK] Seq=44 Ack=175 Win=510 Len=0"
"56","24.256170","192.168.137.10","224.0.0.251","MDNS","422","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 192.168.137.10 AAAA, cache flush fe80::c417:f47:ee09:3a2d NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local"
"57","24.256538","fe80::c417:f47:ee09:3a2d","ff02::fb","MDNS","442","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 192.168.137.10 AAAA, cache flush fe80::c417:f47:ee09:3a2d NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi Note 8"",""as"":""[8193, 8194]"",""ip"":""10""}._mi-connect._udp.local"
"58","24.349006","192.168.137.169","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"59","24.656368","192.168.137.169","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"60","25.578008","192.168.137.169","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"61","25.578258","192.168.137.169","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"62","25.887379","192.168.137.147","77.234.42.98","TLSv1.2","141","Application Data"
"63","25.889670","77.234.42.98","192.168.137.147","TCP","54","443  >  57371 [ACK] Seq=1 Ack=88 Win=131 Len=0"
"64","25.953009","77.234.42.98","192.168.137.147","TLSv1.2","272","Application Data"
"65","25.963642","192.168.137.147","23.8.25.52","TCP","66","57384  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"66","25.966425","23.8.25.52","192.168.137.147","TCP","66","80  >  57384 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"67","25.966644","192.168.137.147","23.8.25.52","TCP","54","57384  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"68","25.967967","192.168.137.147","23.8.25.52","HTTP","281","GET / HTTP/1.1 "
"69","25.970399","23.8.25.52","192.168.137.147","TCP","54","80  >  57384 [ACK] Seq=1 Ack=228 Win=15744 Len=0"
