"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","172.26.0.20","193.144.238.104","NNTP","74","Request: "
"2","0.000078","172.26.0.20","193.144.238.104","TCP","66","36387  >  119 [FIN, ACK] Seq=9 Ack=1 Win=4703 Len=0 TSval=2063563 TSecr=15125513"
"3","0.025900","193.144.238.104","172.26.0.20","NNTP","101","Response: 205 closing connection -"
"4","0.026038","172.26.0.20","193.144.238.104","TCP","54","36387  >  119 [RST] Seq=9 Win=0 Len=0"
"5","0.026264","193.144.238.104","172.26.0.20","TCP","66","119  >  36387 [FIN, ACK] Seq=36 Ack=9 Win=5792 Len=0 TSval=15133307 TSecr=2063562"
"6","0.026276","172.26.0.20","193.144.238.104","TCP","54","36387  >  119 [RST] Seq=9 Win=0 Len=0"
"7","0.026330","193.144.238.104","172.26.0.20","TCP","66","119  >  36387 [ACK] Seq=37 Ack=10 Win=5792 Len=0 TSval=15133307 TSecr=2063563"
"8","0.026340","172.26.0.20","193.144.238.104","TCP","54","36387  >  119 [RST] Seq=10 Win=0 Len=0"
"9","7.608636","172.26.0.20","172.26.0.1","DNS","77","Standard query 0x22eb A news.pntic.mec.es"
"10","7.636481","172.26.0.1","172.26.0.20","DNS","116","Standard query response 0x22eb A news.pntic.mec.es CNAME[Packet size limited during capture]"
"11","7.637410","172.26.0.20","193.144.238.104","TCP","74","36388  >  119 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=2065472 TSecr=0 WS=32"
"12","7.664269","193.144.238.104","172.26.0.20","TCP","74","119  >  36388 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1380 SACK_PERM TSval=15134070 TSecr=2065472 WS=1"
"13","7.664374","172.26.0.20","193.144.238.104","TCP","66","36388  >  119 [ACK] Seq=1 Ack=1 Win=5856 Len=0 TSval=2065479 TSecr=15134070"
"14","7.694089","193.144.238.104","172.26.0.20","NNTP","128","Response: 200 news.pntic.mec.es DN"
"15","7.694237","172.26.0.20","193.144.238.104","TCP","66","36388  >  119 [ACK] Seq=1 Ack=63 Win=5856 Len=0 TSval=2065486 TSecr=15134073"
"16","7.695031","172.26.0.20","193.144.238.104","NNTP","79","Request: MODE READER"
"17","7.724689","193.144.238.104","172.26.0.20","TCP","66","119  >  36388 [ACK] Seq=63 Ack=14 Win=5792 Len=0 TSval=15134076 TSecr=2065486"
"18","7.724768","193.144.238.104","172.26.0.20","NNTP","109","Response: 200 DNews is in reader m"
"19","7.724995","172.26.0.20","193.144.238.104","NNTP","73","Request: XOVER"
"20","7.749197","193.144.238.104","172.26.0.20","NNTP","102","Response: 412 no newsgroup has bee"
"21","7.753994","172.26.0.20","193.144.238.104","NNTP","72","Request: LIST"
"22","7.778453","193.144.238.104","172.26.0.20","NNTP","98","Response: 215 list of newsgroups f"
"23","7.817404","172.26.0.20","193.144.238.104","TCP","66","36388  >  119 [ACK] Seq=27 Ack=174 Win=5856 Len=0 TSval=2065517 TSecr=15134082"
"24","7.842129","193.144.238.104","172.26.0.20","NNTP","163","Response: pntic.curso.malted2 3260"
"25","7.843688","172.26.0.20","193.144.238.104","TCP","66","36388  >  119 [ACK] Seq=27 Ack=271 Win=5856 Len=0 TSval=2065523 TSecr=15134088"
"26","7.844316","172.26.0.20","193.144.238.104","NNTP","83","Request: LIST NEWSGROUPS"
"27","7.869234","193.144.238.104","172.26.0.20","NNTP","102","Response: 215 list of newsgroup na"
"28","7.910264","172.26.0.20","193.144.238.104","TCP","66","36388  >  119 [ACK] Seq=44 Ack=307 Win=5856 Len=0 TSval=2065540 TSecr=15134091"
"29","7.936234","193.144.238.104","172.26.0.20","NNTP","111","Response: control.PRUEBAS_CRIS\\tGru"
