"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x6f5114eb"
"2","3.003255","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x6f5114eb"
"3","6.006239","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x6f5114eb"
"4","14.641385","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"5","19.646175","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"6","23.595917","HuaweiTe_f0:45:d7","Sfr_e3:c3:31","ARP","60","Who has 10.251.196.227? Tell 10.251.196.1"
"7","23.595953","HuaweiTe_f0:45:d7","Sfr_60:2d:11","ARP","60","Who has 10.194.144.144? Tell 10.194.144.1"
"8","24.651131","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"9","29.254270","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x656db7d"
"10","29.811743","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"11","32.257198","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x656db7d"
"12","32.771702","HuaweiTe_f0:45:d7","Sfr_49:6d:f9","ARP","60","Who has 10.194.144.84? Tell 10.194.144.1"
"13","32.772685","HuaweiTe_f0:45:d7","MS-NLB-PhysServer-32_06:44:f0:cf:e8","ARP","60","Who has 10.194.144.147? Tell 10.194.144.1"
"14","32.774163","HuaweiTe_f0:45:d7","Sagemcom_17:e0:c9","ARP","60","Who has 10.251.196.162? Tell 10.251.196.1"
"15","34.816127","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"16","35.260227","0.0.0.0","255.255.255.255","DHCP","445","DHCP Discover - Transaction ID 0x656db7d"
"17","37.765789","HuaweiTe_f0:45:d7","Sfr_72:0a:d9","ARP","60","Who has 10.251.196.132? Tell 10.251.196.1"
"18","37.767245","HuaweiTe_f0:45:d7","Sfr_97:24:91","ARP","60","Who has 10.251.196.106? Tell 10.251.196.1"
"19","37.768724","HuaweiTe_f0:45:d7","Sfr_88:e7:a1","ARP","60","Who has 10.251.196.74? Tell 10.251.196.1"
"20","39.821132","Sfr_18:c2:73","Broadcast","PPPoED","82","Active Discovery Initiation (PADI)"
"21","39.874293","Sfr_61:00:00","Sfr_18:c2:73","PPPoED","64","Active Discovery Offer (PADO) AC-Name='SE100-CRL1-1'"
"22","39.874692","Sfr_18:c2:73","Sfr_61:00:00","PPPoED","82","Active Discovery Request (PADR)"
"23","39.875775","Ericsson_03:a4:3b","Sfr_18:c2:73","PPPoED","64","Active Discovery Offer (PADO) AC-Name='SE100-CRL1-1'"
"24","40.024585","Sfr_61:00:00","Sfr_18:c2:73","PPPoED","64","Active Discovery Session-confirmation (PADS) AC-Name='SE100-CRL1-1'"
"25","40.048828","Sfr_18:c2:73","Sfr_61:00:00","PPP LCP","36","Configuration Request"
"26","40.071921","Sfr_61:00:00","Sfr_18:c2:73","PPP LCP","60","Configuration Request"
"27","40.071953","Sfr_61:00:00","Sfr_18:c2:73","PPP LCP","60","Configuration Ack"
"28","40.072258","Sfr_18:c2:73","Sfr_61:00:00","PPP LCP","41","Configuration Ack"
"29","40.072421","Sfr_18:c2:73","Sfr_61:00:00","PPP LCP","30","Echo Request"
"30","40.094086","Sfr_61:00:00","Sfr_18:c2:73","PPP CHAP","60","Challenge (NAME='SE100-CRL1-1', VALUE=0xb4e9e3423c7f0ff2a055b7519ab8c242)"
"31","40.094268","Sfr_18:c2:73","Sfr_61:00:00","PPP CHAP","63","Response (NAME='E0A1D718C270@neufpnp', VALUE=0x8fceeb90ee45ae6059906abc50a231a5)"
"32","40.096058","Sfr_61:00:00","Sfr_18:c2:73","PPP LCP","60","Echo Reply"
"33","40.165272","Sfr_61:00:00","Sfr_18:c2:73","PPP CHAP","64","Success (MESSAGE='CHAP authentication success, unit 2709')"
"34","40.165299","Sfr_61:00:00","Sfr_18:c2:73","PPP IPCP","60","Configuration Request"
"35","40.165849","Sfr_18:c2:73","Sfr_61:00:00","PPP IPCP","44","Configuration Request"
"36","40.165925","Sfr_18:c2:73","Sfr_61:00:00","PPP IPV6CP","36","Configuration Request"
"37","40.166204","Sfr_18:c2:73","Sfr_61:00:00","PPP IPCP","32","Configuration Ack"
"38","40.187209","Sfr_61:00:00","Sfr_18:c2:73","PPP IPCP","60","Configuration Nak"
"39","40.187393","Sfr_18:c2:73","Sfr_61:00:00","PPP IPCP","44","Configuration Request"
"40","40.189651","Sfr_61:00:00","Sfr_18:c2:73","PPP LCP","60","Protocol Reject"
"41","40.209361","Sfr_61:00:00","Sfr_18:c2:73","PPP IPCP","60","Configuration Ack"
"42","47.800605","HuaweiTe_f0:45:d7","MS-NLB-PhysServer-31_9f:e6:9a:fe","ARP","60","Who has 10.194.144.106? Tell 10.194.144.1"
"43","47.800641","HuaweiTe_f0:45:d7","MS-NLB-PhysServer-31_9f:c0:bc:42","ARP","60","Who has 10.194.144.175? Tell 10.194.144.1"
