"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","127.0.0.1","127.0.0.1","HTTP","383","GET / HTTP/1.1 "
"2","0.000311154","127.0.0.1","127.0.0.1","TCP","83","80  >  47660 [PSH, ACK] Seq=1 Ack=318 Win=350 Len=17 TSval=3407717901 TSecr=3407717900 [TCP segment of a reassembled PDU]"
"3","0.000338512","127.0.0.1","127.0.0.1","TCP","104","80  >  47660 [PSH, ACK] Seq=18 Ack=318 Win=350 Len=38 TSval=3407717901 TSecr=3407717901 [TCP segment of a reassembled PDU]"
"4","0.000379313","127.0.0.1","127.0.0.1","TCP","103","80  >  47660 [PSH, ACK] Seq=56 Ack=318 Win=350 Len=37 TSval=3407717901 TSecr=3407717901 [TCP segment of a reassembled PDU]"
"5","0.000407565","127.0.0.1","127.0.0.1","TCP","68","HTTP/1.0 200 OK  [TCP segment of a reassembled PDU]"
"6","9.194182783","127.0.0.1","127.0.0.1","HTTP","392","GET /?path=foo HTTP/1.1 "
"7","9.194526597","127.0.0.1","127.0.0.1","TCP","86","80  >  47662 [PSH, ACK] Seq=1 Ack=327 Win=350 Len=20 TSval=3407727095 TSecr=3407727095 [TCP segment of a reassembled PDU]"
"8","9.194591897","127.0.0.1","127.0.0.1","TCP","104","80  >  47662 [PSH, ACK] Seq=21 Ack=327 Win=350 Len=38 TSval=3407727095 TSecr=3407727095 [TCP segment of a reassembled PDU]"
"9","9.194627047","127.0.0.1","127.0.0.1","TCP","103","80  >  47662 [PSH, ACK] Seq=59 Ack=327 Win=350 Len=37 TSval=3407727095 TSecr=3407727095 [TCP segment of a reassembled PDU]"
"10","9.194647752","127.0.0.1","127.0.0.1","TCP","81","80  >  47662 [PSH, ACK] Seq=96 Ack=327 Win=350 Len=15 TSval=3407727095 TSecr=3407727095 [TCP segment of a reassembled PDU]"
"11","9.194673906","127.0.0.1","127.0.0.1","TCP","68","HTTP/1.0 302 Found  [TCP segment of a reassembled PDU]"
"12","9.198745152","127.0.0.1","127.0.0.1","HTTP","386","GET /foo HTTP/1.1 "
"13","9.198965441","127.0.0.1","127.0.0.1","TCP","86","80  >  47664 [PSH, ACK] Seq=1 Ack=321 Win=350 Len=20 TSval=3407727099 TSecr=3407727099 [TCP segment of a reassembled PDU]"
"14","9.199001482","127.0.0.1","127.0.0.1","TCP","104","80  >  47664 [PSH, ACK] Seq=21 Ack=321 Win=350 Len=38 TSval=3407727099 TSecr=3407727099 [TCP segment of a reassembled PDU]"
"15","9.199034689","127.0.0.1","127.0.0.1","TCP","103","80  >  47664 [PSH, ACK] Seq=59 Ack=321 Win=350 Len=37 TSval=3407727099 TSecr=3407727099 [TCP segment of a reassembled PDU]"
"16","9.199055885","127.0.0.1","127.0.0.1","TCP","79","80  >  47664 [PSH, ACK] Seq=96 Ack=321 Win=350 Len=13 TSval=3407727099 TSecr=3407727099 [TCP segment of a reassembled PDU]"
"17","9.199074910","127.0.0.1","127.0.0.1","TCP","68","HTTP/1.0 302 Found  [TCP segment of a reassembled PDU]"
"18","9.208661628","127.0.0.1","127.0.0.1","HTTP","383","GET / HTTP/1.1 "
